vleft [A/m2],vright [A/m2],freql,freqr
1.6266266266266267,1.6516516516516517,0.0,0.0
1.6516516516516517,1.6766766766766767,0.0,0.0
1.6766766766766767,1.7017017017017018,0.0,0.0
1.7017017017017018,1.7267267267267268,0.0,0.0
1.7267267267267268,1.7517517517517518,0.0,0.0
1.7517517517517518,1.7767767767767768,0.0,0.0
1.7767767767767768,1.8018018018018018,0.0,0.0
1.8018018018018018,1.8268268268268268,0.0,0.0
1.8268268268268268,1.8518518518518519,0.0,0.0
1.8518518518518519,1.876876876876877,0.0,0.0
1.876876876876877,1.9019019019019021,0.0,0.0
1.9019019019019021,1.9269269269269271,0.0,0.0
1.9269269269269271,1.9519519519519521,0.0,0.0
1.9519519519519521,1.9769769769769772,0.0,0.0
1.9769769769769772,2.002002002002002,0.0,0.0
2.002002002002002,2.027027027027027,0.0,0.0
2.027027027027027,2.052052052052052,0.0,0.0
2.052052052052052,2.0770770770770772,0.0,0.0
2.0770770770770772,2.1021021021021022,0.0,0.0
2.1021021021021022,2.1271271271271273,0.0,0.0
2.1271271271271273,2.1521521521521523,0.0,0.0
2.1521521521521523,2.1771771771771773,0.0,0.0
2.1771771771771773,2.2022022022022023,0.0,0.0
2.2022022022022023,2.2272272272272273,0.0,0.0
2.2272272272272273,2.2522522522522523,0.0,0.0
2.2522522522522523,2.2772772772772774,0.0,0.0
2.2772772772772774,2.3023023023023024,0.0,0.0
2.3023023023023024,2.3273273273273274,0.0,0.0
2.3273273273273274,2.3523523523523524,0.0,0.0
2.3523523523523524,2.3773773773773774,0.0,0.0
2.3773773773773774,2.4024024024024024,0.0,0.0
2.4024024024024024,2.4274274274274275,0.0,0.0
2.4274274274274275,2.4524524524524525,0.0,0.0
2.4524524524524525,2.4774774774774775,0.0,0.0
2.4774774774774775,2.5025025025025025,0.0,0.0
2.5025025025025025,2.5275275275275275,0.0,0.0
2.5275275275275275,2.5525525525525525,0.0,0.0
2.5525525525525525,2.5775775775775776,0.0,0.0
2.5775775775775776,2.6026026026026026,0.0,0.0
2.6026026026026026,2.6276276276276276,0.012631360269084374,0.0
2.6276276276276276,2.6526526526526526,0.02195595871506355,0.0
2.6526526526526526,2.677677677677678,0.012265089033520424,0.0
2.677677677677678,2.702702702702703,0.02193609566472075,0.0
2.702702702702703,2.727727727727728,0.018655318795783155,0.0
2.727727727727728,2.752752752752753,0.019589886978328135,0.0
2.752752752752753,2.777777777777778,0.015009375722599545,0.0
2.777777777777778,2.802802802802803,0.015015071748292055,0.0
2.802802802802803,2.827827827827828,0.015243352082217491,0.0
2.827827827827828,2.852852852852853,0.012972278899600202,0.0
2.852852852852853,2.877877877877878,0.016924291037831964,0.0
2.877877877877878,2.902902902902903,0.013543140114081757,0.0
2.902902902902903,2.927927927927928,0.021304934437541247,0.0
2.927927927927928,2.9529529529529532,0.009283294858602983,0.0
2.9529529529529532,2.9779779779779783,0.010835700516101719,0.0
2.9779779779779783,3.0030030030030033,0.010202822441185177,0.0
3.0030030030030033,3.0280280280280283,0.014143404977045469,0.0
3.0280280280280283,3.0530530530530533,0.013235054379578459,0.0
3.0530530530530533,3.0780780780780783,0.006228167676800553,0.0
3.0780780780780783,3.1031031031031033,0.016802700524928913,0.0
3.1031031031031033,3.1281281281281283,0.010683897754143601,0.0
3.1281281281281283,3.1531531531531534,0.007406913575357206,0.0
3.1531531531531534,3.1781781781781784,0.00883404792091032,0.0
3.1781781781781784,3.2032032032032034,0.008614440309521632,0.0
3.2032032032032034,3.2282282282282284,0.020782201264827705,0.0
3.2282282282282284,3.2532532532532534,0.016534128516075247,0.0
3.2532532532532534,3.2782782782782784,0.007797067947276118,0.0
3.2782782782782784,3.3033033033033035,0.007246058183823918,0.0
3.3033033033033035,3.3283283283283285,0.008081154309378908,0.0
3.3283283283283285,3.3533533533533535,0.006983227148647001,0.0
3.3533533533533535,3.3783783783783785,0.009220367652758915,0.0
3.3783783783783785,3.4034034034034035,0.007274701112426023,0.0
3.4034034034034035,3.4284284284284285,0.004638860388303298,0.0
3.4284284284284285,3.4534534534534536,0.012897963083818695,0.0
3.4534534534534536,3.4784784784784786,0.005167436222871097,0.0
3.4784784784784786,3.5035035035035036,0.008025361231280104,0.0
3.5035035035035036,3.5285285285285286,0.0035515539562591576,0.0
3.5285285285285286,3.5535535535535536,0.006594607972842569,0.0
3.5535535535535536,3.5785785785785786,0.0019245101208861784,0.0
3.5785785785785786,3.6036036036036037,0.01001574943708455,0.0
3.6036036036036037,3.6286286286286287,0.006794971128876736,0.0
3.6286286286286287,3.6536536536536537,0.010850154023489548,0.0
3.6536536536536537,3.6786786786786787,0.01525383090583955,0.0
3.6786786786786787,3.7037037037037037,0.012211392587355019,0.0
3.7037037037037037,3.7287287287287287,0.008329154763641475,0.0
3.7287287287287287,3.753753753753754,0.0032506109814354517,0.0
3.753753753753754,3.778778778778779,0.0019728928486999375,0.0
3.778778778778779,3.8038038038038042,0.007154968668491197,0.0
3.8038038038038042,3.8288288288288292,0.002985266729801065,0.0
3.8288288288288292,3.8538538538538543,0.0028979404445916863,0.0
3.8538538538538543,3.8788788788788793,0.005053243235368975,0.0
3.8788788788788793,3.9039039039039043,0.006352694095893625,0.0
3.9039039039039043,3.9289289289289293,0.010746618308035671,0.0
3.9289289289289293,3.9539539539539543,0.009434978612428502,0.0
3.9539539539539543,3.9789789789789793,0.0037636181845158,0.0
3.9789789789789793,4.004004004004004,0.007053070516595571,0.0
4.004004004004004,4.029029029029029,0.006539217671217834,0.0
4.029029029029029,4.054054054054054,0.0053032879597556875,0.0
4.054054054054054,4.079079079079079,0.0037114692092592686,0.0
4.079079079079079,4.104104104104104,0.004704412388733046,0.0
4.104104104104104,4.129129129129129,0.0028526050806301903,0.0
4.129129129129129,4.1541541541541545,0.006205672455066259,0.0
4.1541541541541545,4.1791791791791795,0.0034199723453969206,0.0
4.1791791791791795,4.2042042042042045,0.005581659569916095,0.0
4.2042042042042045,4.2292292292292295,0.004519390439007298,0.0
4.2292292292292295,4.2542542542542545,0.00576947613017103,0.0
4.2542542542542545,4.2792792792792795,0.005113563636518861,0.0
4.2792792792792795,4.3043043043043046,0.007044037841639516,0.0
4.3043043043043046,4.32932932932933,0.006141666218289612,0.0
4.32932932932933,4.354354354354355,0.007663223849603922,0.0
4.354354354354355,4.37937937937938,0.003520151793416527,0.0
4.37937937937938,4.404404404404405,0.002598603856771371,0.0
4.404404404404405,4.42942942942943,0.004413498827662515,0.0
4.42942942942943,4.454454454454455,0.001395274383098608,0.0
4.454454454454455,4.47947947947948,0.00283658375999899,0.0
4.47947947947948,4.504504504504505,0.00516131009666266,0.0
4.504504504504505,4.52952952952953,0.001874595571788628,0.0
4.52952952952953,4.554554554554555,0.0021347982885396477,0.0
4.554554554554555,4.57957957957958,0.0,0.0
4.57957957957958,4.604604604604605,0.003071940051991776,0.0
4.604604604604605,4.62962962962963,0.0019314278203812543,0.0
4.62962962962963,4.654654654654655,0.004897956715683508,0.0
4.654654654654655,4.67967967967968,0.006656392382725826,0.0
4.67967967967968,4.704704704704705,0.0044331690310210675,0.0
4.704704704704705,4.72972972972973,0.0028677224657585507,0.0
4.72972972972973,4.754754754754755,0.001412095809482462,0.0
4.754754754754755,4.77977977977978,0.003389258842463748,0.0
4.77977977977978,4.804804804804805,0.0008763644961476131,0.0
4.804804804804805,4.82982982982983,0.0043277829755223405,0.0
4.82982982982983,4.854854854854855,0.0012814144476673657,0.0
4.854854854854855,4.87987987987988,0.0,0.0
4.87987987987988,4.904904904904905,0.0018350400741942586,0.0
4.904904904904905,4.92992992992993,0.0013533228481260287,0.0
4.92992992992993,4.954954954954955,0.002186338012967849,0.0
4.954954954954955,4.97997997997998,0.003980082212388237,0.0
4.97997997997998,5.005005005005005,0.006578204341394098,0.0
5.005005005005005,5.03003003003003,0.0,0.0
5.03003003003003,5.055055055055055,0.004846754030851789,0.0
5.055055055055055,5.08008008008008,0.003301067942704541,0.0
5.08008008008008,5.105105105105105,0.0043272138652178035,0.0
5.105105105105105,5.13013013013013,0.002175943225589045,0.0
5.13013013013013,5.155155155155155,0.007509133287593062,0.0
5.155155155155155,5.18018018018018,0.0019987800801329783,0.0
5.18018018018018,5.205205205205205,0.0023341845609346243,0.0
5.205205205205205,5.23023023023023,0.002033200693110428,0.0
5.23023023023023,5.255255255255255,0.0014741420259028622,0.0
5.255255255255255,5.28028028028028,0.001550701158527851,0.0
5.28028028028028,5.305305305305305,0.0035206494396321144,0.0
5.305305305305305,5.33033033033033,0.0,0.0
5.33033033033033,5.355355355355356,0.0,0.0
5.355355355355356,5.380380380380381,0.0021084615533465897,0.0
5.380380380380381,5.405405405405406,0.000925894082721497,0.0
5.405405405405406,5.430430430430431,0.0025293097724249608,0.0
5.430430430430431,5.455455455455456,0.0009999509420999379,0.0
5.455455455455456,5.480480480480481,0.005652569127110455,0.0
5.480480480480481,5.505505505505506,0.001714808464691835,0.0
5.505505505505506,5.530530530530531,0.0015520868920842832,0.0
5.530530530530531,5.555555555555556,0.0,0.0
5.555555555555556,5.580580580580581,0.00754034766375852,0.0
5.580580580580581,5.605605605605606,0.0,0.0
5.605605605605606,5.630630630630631,0.0021562244793649106,0.0
5.630630630630631,5.655655655655656,0.0010107401833216363,0.0
5.655655655655656,5.680680680680681,0.0015930948419199426,0.0
5.680680680680681,5.705705705705706,0.0019516858286376907,0.0
5.705705705705706,5.730730730730731,0.002195858108582744,0.0
5.730730730730731,5.755755755755756,0.0,0.0
5.755755755755756,5.780780780780781,0.004430988233250991,0.0
5.780780780780781,5.805805805805806,0.004877921006037686,0.0
5.805805805805806,5.830830830830831,0.0008419006422292237,0.0
5.830830830830831,5.855855855855856,0.0,0.0
5.855855855855856,5.8808808808808815,0.0,0.0
5.8808808808808815,5.9059059059059065,0.0021692772388437315,0.0
5.9059059059059065,5.9309309309309315,0.002538008223654303,0.0
5.9309309309309315,5.9559559559559565,0.0013109757406537207,0.0
5.9559559559559565,5.9809809809809815,0.0031631343413004516,0.0
5.9809809809809815,6.0060060060060065,0.0016263131076110823,0.0
6.0060060060060065,6.0310310310310316,0.0004355610837238655,0.0
6.0310310310310316,6.056056056056057,0.0023972073936836423,0.0
6.056056056056057,6.081081081081082,0.0008827190909489937,0.0
6.081081081081082,6.106106106106107,0.0005028529517882901,0.0
6.106106106106107,6.131131131131132,0.0014880306906698648,0.0
6.131131131131132,6.156156156156157,0.0016870499767634756,0.0
6.156156156156157,6.181181181181182,0.0019060036353758828,0.0
6.181181181181182,6.206206206206207,0.0021428084780751354,0.0
6.206206206206207,6.231231231231232,0.003585970916345139,0.0
6.231231231231232,6.256256256256257,0.0014135163155005557,0.0
6.256256256256257,6.281281281281282,0.0,0.0
6.281281281281282,6.306306306306307,0.002921296374240661,0.0
6.306306306306307,6.331331331331332,0.0024665081790401075,0.0
6.331331331331332,6.356356356356357,0.002565797877720666,0.0
6.356356356356357,6.381381381381382,0.001564479904467773,0.0
6.381381381381382,6.406406406406407,0.002197172349570028,0.0
6.406406406406407,6.431431431431432,0.0013310141167552257,0.0
6.431431431431432,6.456456456456457,0.0016346625150199803,0.0
6.456456456456457,6.481481481481482,0.0,0.0
6.481481481481482,6.506506506506507,0.0029712791301585886,0.0
6.506506506506507,6.531531531531532,0.0009883361655918497,0.0
6.531531531531532,6.556556556556557,0.0009389526381487235,0.0
6.556556556556557,6.581581581581582,0.002112907422135773,0.0
6.581581581581582,6.606606606606607,0.0005026014489466042,0.0
6.606606606606607,6.631631631631632,0.0,0.0
6.631631631631632,6.656656656656657,0.0016106903251504017,0.0
6.656656656656657,6.681681681681682,0.001824474673008818,0.0
6.681681681681682,6.706706706706707,0.0005805257226805321,0.0
6.706706706706707,6.731731731731732,0.0008134185191002729,0.0
6.731731731731732,6.756756756756757,0.0017596745000377381,0.0
6.756756756756757,6.781781781781782,0.0009689345363455107,0.0
6.781781781781782,6.806806806806807,0.004521901653867079,0.0
6.806806806806807,6.831831831831832,0.00043086953502138257,0.0
6.831831831831832,6.856856856856857,0.0004559661676361821,0.0
6.856856856856857,6.881881881881882,0.0009858849893485116,0.0
6.881881881881882,6.906906906906907,0.0,0.0
6.906906906906907,6.931931931931932,0.0004351886451178151,0.0
6.931931931931932,6.956956956956957,0.0,0.0
6.956956956956957,6.981981981981982,0.0,0.0
6.981981981981982,7.007007007007007,0.0017918738955392114,0.0
7.007007007007007,7.032032032032032,0.0019600913151970644,0.0
7.032032032032032,7.057057057057057,0.001785226503559511,0.0
7.057057057057057,7.082082082082082,0.0031453531145384573,0.0
7.082082082082082,7.107107107107107,0.000974417735511426,0.0
7.107107107107107,7.132132132132132,0.0010873491515879846,0.0
7.132132132132132,7.157157157157157,0.0,0.0
7.157157157157157,7.182182182182182,0.0007710046097664641,0.0
7.182182182182182,7.207207207207207,0.0013151243590243788,0.0
7.207207207207207,7.232232232232232,0.004759295739781267,0.0
7.232232232232232,7.257257257257257,0.0,0.0
7.257257257257257,7.282282282282282,0.0014553391110564715,0.0
7.282282282282282,7.307307307307307,0.0,0.0
7.307307307307307,7.332332332332332,0.0017027503720721802,0.0
7.332332332332332,7.357357357357357,0.0019826141402846473,0.0
7.357357357357357,7.382382382382382,0.0014167119745441077,0.0
7.382382382382382,7.407407407407407,0.0011379633613580607,0.0
7.407407407407407,7.4324324324324325,0.0024670615431555162,0.0
7.4324324324324325,7.4574574574574575,0.0007940636272752455,0.0
7.4574574574574575,7.482482482482483,0.0008466201024072295,0.0
7.482482482482483,7.507507507507508,0.0004351886451178151,0.0
7.507507507507508,7.532532532532533,0.0016544484048603063,0.0
7.532532532532533,7.557557557557558,0.001375667627955082,0.0
7.557557557557558,7.582582582582583,0.0016084314743236242,0.0
7.582582582582583,7.6076076076076085,0.0,0.0
7.6076076076076085,7.6326326326326335,0.0034499504044052795,0.0
7.6326326326326335,7.6576576576576585,0.0003907995429293047,0.0
7.6576576576576585,7.6826826826826835,0.0024878402867948395,0.0
7.6826826826826835,7.7077077077077085,0.002190410096006374,0.0
7.7077077077077085,7.7327327327327335,0.0037807979094731576,0.0
7.7327327327327335,7.7577577577577586,0.0,0.0
7.7577577577577586,7.782782782782784,0.0,0.0
7.782782782782784,7.807807807807809,0.0006077361681286569,0.0
7.807807807807809,7.832832832832834,0.0013302712022211069,0.0
7.832832832832834,7.857857857857859,0.001267390134450804,0.0
7.857857857857859,7.882882882882884,0.00180108091235236,0.0
7.882882882882884,7.907907907907909,0.0,0.0
7.907907907907909,7.932932932932934,0.0,0.0
7.932932932932934,7.957957957957959,0.0004146223099282992,0.0
7.957957957957959,7.982982982982984,0.0007774412336616823,0.0
7.982982982982984,8.008008008008009,0.0,0.0
8.008008008008009,8.033033033033034,0.0005390225467827697,0.0
8.033033033033034,8.058058058058059,0.0,0.0
8.058058058058059,8.083083083083084,0.002011157836293011,0.0
8.083083083083084,8.108108108108109,0.0,0.0
8.108108108108109,8.133133133133134,0.0007753876433772219,0.0
8.133133133133134,8.158158158158159,0.0005303755659683803,0.0
8.158158158158159,8.183183183183184,0.002879787649600283,0.0
8.183183183183184,8.208208208208209,0.0013045002980727677,0.0
8.208208208208209,8.233233233233234,0.0008776264997151884,0.0
8.233233233233234,8.258258258258259,0.0005936090766429471,0.0
8.258258258258259,8.283283283283284,0.0,0.0
8.283283283283284,8.308308308308309,0.002069553210839706,0.0
8.308308308308309,8.333333333333334,0.0010273184086945688,0.0
8.333333333333334,8.358358358358359,0.0,0.0
8.358358358358359,8.383383383383384,0.0,0.0
8.383383383383384,8.408408408408409,0.0,0.0
8.408408408408409,8.433433433433434,0.0013589162012794882,0.0
8.433433433433434,8.458458458458459,0.0009988335345683325,0.0
8.458458458458459,8.483483483483484,0.0,0.0
8.483483483483484,8.508508508508509,0.00043469777785634265,0.0
8.508508508508509,8.533533533533534,0.00040148595051456146,0.0
8.533533533533534,8.558558558558559,0.0012082199732283843,0.0
8.558558558558559,8.583583583583584,0.0017247406104161866,0.0
8.583583583583584,8.608608608608609,0.001088556563388596,0.0
8.608608608608609,8.633633633633634,0.00045010382097838964,0.0
8.633633633633634,8.65865865865866,0.0,0.0
8.65865865865866,8.683683683683684,0.0,0.0
8.683683683683684,8.70870870870871,0.0005751934084358063,0.0
8.70870870870871,8.733733733733734,0.0004054658454728735,0.0
8.733733733733734,8.75875875875876,0.0,0.0
8.75875875875876,8.783783783783784,0.0019559108248701565,0.0
8.783783783783784,8.80880880880881,0.0033762844677528215,0.0
8.80880880880881,8.833833833833834,0.0005791545613199278,0.0
8.833833833833834,8.85885885885886,0.0006425103153353297,0.0
8.85885885885886,8.883883883883884,0.00033901770100586213,0.0
8.883883883883884,8.90890890890891,0.0006717794738007886,0.0
8.90890890890891,8.933933933933934,0.0032162704263171446,0.0
8.933933933933934,8.95895895895896,0.0,0.0
8.95895895895896,8.983983983983984,0.0012996217668959067,0.0
8.983983983983984,9.00900900900901,0.0025353387158584483,0.0
9.00900900900901,9.034034034034034,0.0,0.0
9.034034034034034,9.05905905905906,0.000914176278442414,0.0
9.05905905905906,9.084084084084084,0.0,0.0
9.084084084084084,9.10910910910911,0.0,0.0
9.10910910910911,9.134134134134134,0.0013268602886179063,0.0
9.134134134134134,9.15915915915916,0.0016240870534106266,0.0
9.15915915915916,9.184184184184184,0.0,0.0
9.184184184184184,9.20920920920921,0.0,0.0
9.20920920920921,9.234234234234235,0.0004637417261039028,0.0
9.234234234234235,9.25925925925926,0.0009952685779501189,0.0
9.25925925925926,9.284284284284285,0.0,0.0
9.284284284284285,9.30930930930931,0.0005349592366047775,0.0
9.30930930930931,9.334334334334335,0.0,0.0
9.334334334334335,9.35935935935936,0.0,0.0
9.35935935935936,9.384384384384385,0.0,0.0
9.384384384384385,9.40940940940941,0.0,0.0
9.40940940940941,9.434434434434435,0.0014651467143773787,0.0
9.434434434434435,9.45945945945946,0.0005616411551626559,0.0
9.45945945945946,9.484484484484485,0.0,0.0
9.484484484484485,9.50950950950951,0.0004685788654277449,0.0
9.50950950950951,9.534534534534535,0.0006787777852701991,0.0
9.534534534534535,9.55955955955956,0.0003900950141830429,0.0
9.55955955955956,9.584584584584585,0.002309178547062705,0.0
9.584584584584585,9.60960960960961,0.0006084564566214312,0.0
9.60960960960961,9.634634634634635,0.0,0.0
9.634634634634635,9.65965965965966,0.0007221670076542041,0.0
9.65965965965966,9.684684684684685,0.0,0.0
9.684684684684685,9.70970970970971,0.0019386042802110324,0.0
9.70970970970971,9.734734734734735,0.0006473965528059636,0.0
9.734734734734735,9.75975975975976,0.0,0.0
9.75975975975976,9.784784784784785,0.0,0.0
9.784784784784785,9.80980980980981,0.0,0.0
9.80980980980981,9.834834834834835,0.0,0.0
9.834834834834835,9.85985985985986,0.0,0.0
9.85985985985986,9.884884884884885,0.0,0.0
9.884884884884885,9.90990990990991,0.0,0.0
9.90990990990991,9.934934934934935,0.0003543631449375798,0.0
9.934934934934935,9.95995995995996,0.0,0.0
9.95995995995996,9.984984984984985,0.0,0.0
9.984984984984985,10.01001001001001,0.0,0.0
10.01001001001001,10.035035035035035,0.0,0.0
10.035035035035035,10.06006006006006,0.0004564604949826225,0.0
10.06006006006006,10.085085085085085,0.0,0.0
10.085085085085085,10.11011011011011,0.0005736199314350821,0.0
10.11011011011011,10.135135135135135,0.00047541798571438143,0.0
10.135135135135135,10.16016016016016,0.0008763242047412081,0.0
10.16016016016016,10.185185185185185,0.0009034264251345431,0.0
10.185185185185185,10.21021021021021,0.0,0.0
10.21021021021021,10.235235235235235,0.001914248921175486,0.0
10.235235235235235,10.26026026026026,0.0,0.0
10.26026026026026,10.285285285285285,0.0021235816579741494,0.0
10.285285285285285,10.31031031031031,0.0,0.0
10.31031031031031,10.335335335335335,0.0005442984748458732,0.0
10.335335335335335,10.36036036036036,0.0,0.0
10.36036036036036,10.385385385385385,0.0009810873982878557,0.0
10.385385385385385,10.41041041041041,0.0,0.0
10.41041041041041,10.435435435435435,0.0008069526914184973,0.0
10.435435435435435,10.46046046046046,0.0,0.0
10.46046046046046,10.485485485485485,0.0008969250628717037,0.0
10.485485485485485,10.51051051051051,0.0004636196029558862,0.0
10.51051051051051,10.535535535535535,0.0,0.0
10.535535535535535,10.56056056056056,0.0,0.0
10.56056056056056,10.585585585585585,0.00031660990268986484,0.0
10.585585585585585,10.61061061061061,0.0,0.0
10.61061061061061,10.635635635635635,0.0,0.0
10.635635635635635,10.66066066066066,0.0,0.0
10.66066066066066,10.685685685685687,0.0,0.0
10.685685685685687,10.710710710710712,0.0,0.0
10.710710710710712,10.735735735735737,0.0,0.0
10.735735735735737,10.760760760760762,0.0,0.0
10.760760760760762,10.785785785785787,0.0,0.0
10.785785785785787,10.810810810810812,0.0,0.0
10.810810810810812,10.835835835835837,0.0012012614000193797,0.0
10.835835835835837,10.860860860860862,0.0,0.0
10.860860860860862,10.885885885885887,0.0,0.0
10.885885885885887,10.910910910910912,0.0,0.0
10.910910910910912,10.935935935935937,0.0,0.0
10.935935935935937,10.960960960960962,0.0,0.0
10.960960960960962,10.985985985985987,0.0,0.0
10.985985985985987,11.011011011011012,0.0,0.0
11.011011011011012,11.036036036036037,0.0005025125628140569,0.0
11.036036036036037,11.061061061061062,0.000489038011164795,0.0
11.061061061061062,11.086086086086087,0.0,0.0
11.086086086086087,11.111111111111112,0.0,0.0
11.111111111111112,11.136136136136138,0.0,0.0
11.136136136136138,11.161161161161163,0.0,0.0
11.161161161161163,11.186186186186188,0.0,0.0
11.186186186186188,11.211211211211213,0.0,0.0
11.211211211211213,11.236236236236238,0.0,0.0
11.236236236236238,11.261261261261263,0.0,0.0
11.261261261261263,11.286286286286288,0.0,0.0
11.286286286286288,11.311311311311313,0.0,0.0
11.311311311311313,11.336336336336338,0.0,0.0
11.336336336336338,11.361361361361363,0.0,0.0
11.361361361361363,11.386386386386388,0.0,0.0
11.386386386386388,11.411411411411413,0.0,0.0
11.411411411411413,11.436436436436438,0.0018354334831611726,0.0
11.436436436436438,11.461461461461463,0.0,0.0
11.461461461461463,11.486486486486488,0.0,0.0
11.486486486486488,11.511511511511513,0.0,0.0
11.511511511511513,11.536536536536538,0.00043518864511779906,0.0
11.536536536536538,11.561561561561563,0.0,0.0
11.561561561561563,11.586586586586588,0.0,0.0
11.586586586586588,11.611611611611613,0.0,0.0
11.611611611611613,11.636636636636638,0.0006227130249950098,0.0
11.636636636636638,11.661661661661663,0.0,0.0
11.661661661661663,11.686686686686688,0.0,0.0
11.686686686686688,11.711711711711713,0.0,0.0
11.711711711711713,11.736736736736738,0.0,0.0
11.736736736736738,11.761761761761763,0.0,0.0
11.761761761761763,11.786786786786788,0.0,0.0
11.786786786786788,11.811811811811813,0.0004351886451178111,0.0
11.811811811811813,11.836836836836838,0.0007429134871759786,0.0
11.836836836836838,11.861861861861863,0.0,0.0
11.861861861861863,11.886886886886888,0.0,0.0
11.886886886886888,11.911911911911913,0.0,0.0
11.911911911911913,11.936936936936938,0.0,0.0
11.936936936936938,11.961961961961963,0.0,0.0
11.961961961961963,11.986986986986988,0.0,0.0
11.986986986986988,12.012012012012013,0.0,0.0
12.012012012012013,12.037037037037038,0.0,0.0
12.037037037037038,12.062062062062063,0.0,0.0
12.062062062062063,12.087087087087088,0.0,0.0
12.087087087087088,12.112112112112113,0.0,0.0
12.112112112112113,12.137137137137138,0.0,0.0
12.137137137137138,12.162162162162163,0.0,0.0
12.162162162162163,12.187187187187188,0.0,0.0
12.187187187187188,12.212212212212213,0.0006864449265248495,0.0
12.212212212212213,12.237237237237238,0.0,0.0
12.237237237237238,12.262262262262263,0.0,0.0
12.262262262262263,12.287287287287288,0.0,0.0
12.287287287287288,12.312312312312313,0.0,0.0
12.312312312312313,12.337337337337338,0.0,0.0
12.337337337337338,12.362362362362363,0.0,0.0
12.362362362362363,12.387387387387388,0.0,0.0
12.387387387387388,12.412412412412413,0.0,0.0
12.412412412412413,12.437437437437438,0.0,0.0
12.437437437437438,12.462462462462463,0.0,0.0
12.462462462462463,12.487487487487488,0.0,0.0
12.487487487487488,12.512512512512513,0.0,0.0
12.512512512512513,12.537537537537538,0.0,0.0
12.537537537537538,12.562562562562563,0.0,0.0
